Species ID	Phylum	Class	Order	Family	Genus	Species	Common names (Eng)	Red List criteria version	Year assessed	Justification	Threats
173001	Chordata	Reptilia	Squamata	Iguanidae	Cyclura	onchiopsis	Navassa Rhinoceros Iguana, Navassa Iguana, Navassa Island Iguana, Navassa Rock Iguana	3.1	2011		Like other rock iguanas, the Navassa Rhinoceros Iguana was probably threatened by non-native predators, hunting for human consumption, and non-native competitors which destroyed the vegetation. Schwartz and Carey (1977) suggested that the introduction of goats and/or cats by the lighthouse keepers might have been responsible for its extinction, but Powell (1999) indicated that exploitation by mine workers on the island during the latter half of the 19th century was a more probable explanation.
202375	Chordata	Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	arcuatus	Santa Cruz Pupfish	3.1	2013		This species was a victim of water depletion caused by increasing aridity, channel incision (arroyo cutting), groundwater pumping for irrigation, and flow diversion for domestic use (Minckley et al. 2002). Monkey Spring (the occupied habitat) was altered into a pond and canal about a century ago. Extirpation occurred in the late 1960s during the repair and modification of an irrigation system fed by Monkey Spring, combined with predation resulting from unauthorized introduction of largemouth bass (Minckley and Marsh 2009).
6179	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinus	yilongensis		3.1	2011		Overfishing depleted populations of the species. The water level of the lake declined since the 1950s. In 1981 the lake completely dried up (for about 20 days) as a result of water abstraction for agriculture. The lake is also polluted by increased organic pollution caused by sedimentation from the surrounding catchment. Urbanisation and pollution from agriculture are also threats.
22733394	Chordata	Aves	Gruiformes	Rallidae	Diaphorapteryx	hawkinsi	Hawkins's Rail	3.1	2016		Its remains are frequently associated with middens of the islands' initial Polynesian inhabitants, the Moriori, indicating that hunting is likely to have caused its extinction.
201462	Arthropoda	Arachnida	Holothyroidae	Holothyridae	Dicrogonatus	gardineri	Gardiner's Giant Mite	3.1	2014		This species was threatened by habitat deterioration caused by invasion of introduced tree species, principally Cinnamomum verum.
22720852	Chordata	Aves	Passeriformes	Fringillidae	Drepanis	funerea	Black Mamo	3.1	2016		Its extinction was probably largely caused by the destruction of its understorey habitat by introduced cattle and deer, and predation by rats and mongooses (Greenway 1967).
22720848	Chordata	Aves	Passeriformes	Fringillidae	Drepanis	pacifica	Hawaii Mamo	3.1	2016		It was heavily trapped by Hawaiians for its feathers (Rose et al. 1993), but it is more likely that habitat destruction and disease were the ultimate causes of the species's extinction (Greenway 1967).
22724449	Chordata	Aves	Struthioniformes	Casuariidae	Dromaius	baudinianus	Kangaroo Island Emu	3.1	2016		The species was apparently systematically hunted to extinction by a settler (Howchin 1926), although habitat alteration by fire may also have contributed to its demise (Marchant and Higgins 1991).
22728643	Chordata	Aves	Struthioniformes	Casuariidae	Dromaius	minor	King Island Emu	3.1	2016		Its extinction was presumably a result of being hunted by sealers for food (Marchant and Higgins 1991).
62258591	Chordata	Aves	Gruiformes	Rallidae	Dryolimnas	augusti	Reunion Rail	3.1	2016	This recently-described, probably flightless rail was likely driven Extinct in the late 17th century as a result of hunting pressure and predation by introduced rats and cats.	Presumably driven extinct by over-hunting, and predation by introduced rats and cats (Hume and Walters 2012).
6862	Arthropoda	Insecta	Coleoptera	Curculionidae	Dryophthorus	distinguendus		3.1	2014		The species is thought to be extinct. It was reported to be common in 1926 but has not been recorded since 1961. The threats it faced have not been identified but probably included habitat degradation and invasive species.
6923	Chordata	Mammalia	Carnivora	Canidae	Dusicyon	australis	Falklands Wolf	3.1	2015		The species was hunted by Argentine settlers in early 1800s, and by US fur traders in the 1830s. Due to being tame and curious and unafraid of humans, it was particularly susceptible to culling. Scottish settlers and their sheep flocks arrived in the 1860s and considered D. australis a pest and a threat to their sheep, setting fire to brushwood and laying out poison baits.
82337482	Chordata	Mammalia	Carnivora	Canidae	Dusicyon	avus		3.1	2015		The demise of the species has been linked to habitat changes, hybridization with dogs and persecution. The abundant fossils of Dusicyon avus show a clear archaeological and temporal overlap with modern humans. A specimen was discovered in a grave from the late second millennium BC, suggesting that the animal might have been kept as a pet (Prates 2014); the teeth of Dusicyon avus were used in a religions context in some aboriginal sites of Buenos Aires province. According to new radiocarbon evidence, the species would have become extinct about 326-496 years BP (Prevosti et al. 2015), supporting the hypothesis that its disappearance might have happened after the arrival of Europeans. Anecdotal evidence exists from the diaries of 19th century naturalists and explorers of a large canid in Patagonia attributable to Dusicyon avus. Prevosti et al. (2015) found no evidence for hybridization, and proposed that the drivers of the recent extinction of the species were anthropogenic impacts, including hunting and domestic dogs, coupled with climatic change. The indigenous Ona of Tierra del Fuego recognized two species of fox, one of a large size.
22720738	Chordata	Aves	Passeriformes	Fringillidae	Dysmorodrepanis	munroi	Lanai Hookbill	3.1	2016		Much of Lana`i was cleared for pineapple plantations in the 1910s, and this, along with predation by cats and rats, presumably drove the species to extinction (Snetsinger et al. 1998).
62307504	Chordata	Aves	Psittaciformes	Psittacidae	Eclectus	infectus	Oceanic Parrot	3.1	2016	This recently-described parrot may have survived as recently as the late 18th century, but became Extinct most likely as a result of over-hunting and predation by invasive mammals.	
22690733	Chordata	Aves	Columbiformes	Columbidae	Ectopistes	migratorius	Passenger Pigeon	3.1	2016		The precise cause of its extinction is difficult to determine, but the widespread clearance of the hardwood trees which provided its mast food, and the proliferation of the rail network and telegraph system which enabled efficient location of nesting colonies and the transport of young birds to market are probably the two single most important factors. Other important factors were excessive shooting, Newcastle disease, and towards the last of their years, the breakdown of social facilitation (Halliday 1980, Blockstein and Tordoff 1985, Bucher 1992).
7589	Mollusca	Gastropoda	Sorbeoconcha	Pleuroceridae	Elimia	clausa	Closed Elimia	3.1	2012		The major threat to this species was impoundment, which is thought to be the cause of extinction. The Coosa River was impounded several times, first in 1914 (Lay Lake) and most recently in 1967 (Lake Bouldin) (J. Cordeiro pers. comm. 2012).
7590	Mollusca	Gastropoda	Sorbeoconcha	Pleuroceridae	Elimia	fusiformis	Fusiform Elimia	3.1	2012	Elimia fusiformis is considered Extinct as it has been recorded that all of its habitat has been inundated by reservoirs. It was formerly endemic to the Coosa River from Shelby to Elmore Cos., Alabama, but following targeted surveys, it has not been reported since the river was impounded (Mirarchi 2004).	
7593	Mollusca	Gastropoda	Sorbeoconcha	Pleuroceridae	Elimia	jonesi	Hearty Elimia	3.1	2012		Impoundment was the main threat impacting this species and is thought to be responsible for the species' extinction. The Coosa River was impounded several times, first in 1914 (Lay Lake) and most recently in 1967 (Lake Bouldin) (J. Cordeiro pers. comm. 2012).
7595	Mollusca	Gastropoda	Sorbeoconcha	Pleuroceridae	Elimia	pilsbryi	Rough-lined Elimia	3.1	2012		The species is thought to be extinct because all of its former habitat is now impounded. A series of dams on the Coosa River raised the water level over the free-flowing shoals and covered them with silt (Neves et al. 1997).
7705	Chordata	Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Empetrichthys	merriami	Ash Meadows Poolfish, Ash Meadows Killifish	3.1	2013		This species went extinct in the late 1940s or early 1950s as a result of severe habitat alterations, possibly exacerbated by predation from exotic bullfrogs and crayfish (Miller et al. 1989).
7863	Mollusca	Bivalvia	Unionoida	Unionidae	Epioblasma	arcaeformis	Arc-form Pearly Mussel, Sugarspoon	2.3	2000	The habitat of this species has been severely modified or destroyed by damming. Annual surveys are conducted throughout the whole system and the species has not been collected for over 50 years. Damming along entire river systems has had an impact on this species which is now listed as Extinct.	Damming along entire river systems has had an impact on this species, which probably went Extinct in 1940.
7864	Mollusca	Bivalvia	Unionoida	Unionidae	Epioblasma	biemarginata	Angled Riffleshell	2.3	2000	The habitat of this species has been severely modified or destroyed by damming. A subpopulation sampled in 1967 was subsequently destroyed. Annual surveys are conducted throughout the whole system. Damming along entire river systems has had an impact on this species which is now listed as Extinct .	Damming along entire river systems has had an impact on this species, which probably went Extinct in 1940.
12081	Chordata	Reptilia	Squamata	Dipsadidae	Erythrolamprus	perfuscus	Barbados Racer, Tan Ground Snake	3.1	2016		Mongoose were introduced to Barbados in the 1870s, and the species seems to have declined drastically from that period. The four specimens reported by Elmsley (1963) were from a locality identified as being in St. Joseph Parish on the border with St. John (Underwood et al. 1999). The species has never since been recorded. This record - from the most remote area of the island - is consistent with a remnant population close to extinction, and the lack of any subsequent records strongly suggests that it has now been lost. There are only around 20 ha of forest remaining on Barbados, a heavily-developed island.It is not known whether this species was able to survive in degraded habitats, although the last recorded specimens include records from the grounds of a school. Repeated targeted surveys aiming to rediscover this species have failed to record it, and it is presumed to be extinct.
22728889	Chordata	Aves	Gruiformes	Rallidae	Erythromachus	leguati	Rodrigues Rail	3.1	2016		It was flightless and apparently excellent eating, and was therefore heavily hunted.
8128	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	sellare	Maryland Darter	3.1	2013		The damming of the Susquehanna River reduced range. The last known occupied locality is in an area of degraded water quality impacted by agricultural runoff.
201472	Arthropoda	Diplopoda	Spirobolida	Pachybolidae	Eucarlia	alluaudi		3.1	2014		The species is now extinct but it was threatened by habitat deterioration due to the effects of invasive plant species, mainly as a result of abandonment of coconut plantations on Marianne island.
22731930	Chordata	Aves	Falconiformes	Falconidae	Falco	duboisi	Reunion Kestrel, Réunion Kestrel	3.1	2016		Reasons for its extinction are unknown, but persecution and the depredations of introduced human commensals are implicated.
103811601	Chordata	Aves	Passeriformes	Ploceidae	Foudia	delloni	Reunion Fody	3.1	2016	This species was endemic to the island of Rèunion (to France), where it was once described as abundant. It was last seen shortly after 1672 and was likely driven to extinction following the arrival of rats on the island. It is therefore classified as Extinct.	The species was likely driven to extinction following the arrival of rats on the island (Cheke and Hume 2008).
22710840	Chordata	Aves	Passeriformes	Sturnidae	Fregilupus	varius	Reunion Starling, Réunion Starling	3.1	2016		Reasons for its extinction are unclear but may possibly be due to an introduced disease, combined with changing population pressure due to the emancipation of slaves in 1848, forest fires, drought and deforestation (Cheke 1987). It has been described as tame and easy to knock down with sticks, so hunting may have also played a part.
22728769	Chordata	Aves	Gruiformes	Rallidae	Fulica	newtonii	Mascarene Coot	3.1	2016		"They were presumably hunted to extinction, despite the fact that they were ""not good to eat"" (Cheke 1987)."
8706	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	albolineatus	Whiteline Topminnow	3.1	2013		The only known occurrence locality has been pumped dry on several occasions, banks lined with cement, outflow impounded, and stocked with goldfish and carp.
22728763	Chordata	Aves	Gruiformes	Rallidae	Gallinula	nesiotis	Tristan Moorhen, Tristan Gallinule	3.1	2016	This species is likely to have become Extinct in the late 19th century as a result of predation by rats, though this may have been in combination with feral cat and pig predation, habitat destruction and hunting by islanders.	It became extinct as a result of hunting, predation by introduced rats, cats and pigs, and habitat destruction by fire (Taylor and van Perlo 1998).
8888	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Gambusia	amistadensis	Amistad Gambusia	3.1	2013	This species is listed as Extinct because the only population was exterminated by a reservoir, and captive populations were genetically contaminated by western mosquitofish.	
8891	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Gambusia	georgei	San Marcos Gambusia	3.1	2013		Decline was due to reduced spring flows and pollution, including herbicide spraying along the river; introduced fishes; spread of an ornamental plant (Elephant Ears, Colocasia esculenta); and, as it became rare, hybridization with Gambusia affinis (Miller et al. 1989).
135637	Chordata	Actinopterygii	Gasterosteiformes	Gasterosteidae	Gasterosteus	crenobiontus		3.1	2008		Hybridisation with G. aculeatus which invaded its habitat when irrigation transformed the hypersaline lake which served as a natural barrier between the two species.
8987	Chordata	Mammalia	Cetartiodactyla	Bovidae	Gazella	bilkis	Queen of Sheba's Gazelle, Yemen Gazelle	3.1	2016		This species was hunted for food by army officers in 1951 (Sanborn and Hoogstraal 1953); there is no other information available.
8980	Chordata	Mammalia	Cetartiodactyla	Bovidae	Gazella	saudiya	Saudi Gazelle	3.1	2016	There have been no specimens collected or sightings of Gazella saudiya for several decades despite frequent surveys in areas of former habitat. Hammond et al. (2001) showed that three reported captive populations of G. saudiya represent different species or hybrids. Systematic investigations of privately owned populations throughout the Arabian Peninsula provided no evidence of surviving G. saudiya. Systematic investigations of captive collections throughout the Arabian Peninsula have failed to locate any captive individuals.	The main cause of its decline was over-hunting (Hammond et al. 2001).
9003	Chordata	Mammalia	Rodentia	Capromyidae	Geocapromys	thoracatus	Little Swan Island Hutia, Swan Island Hutia	3.1	2008		Driven to extinction through predation by introduced cats, which were released onto the islands prior to 1960. Local people report a very strong a hurricane in 1955 which may have added to the population decline.
9066	Nemertina	Enopla	Hoplonemertea	Prosorhochmidae	Geonemertes	rodericana		3.1	2014		The species was threatened in the 19th and 20th centuries by habitat destruction. This resulted in the complete loss of forest cover from the island and probably the extinction of this species.
22704724	Chordata	Aves	Passeriformes	Acanthizidae	Gerygone	insularis	Lord Howe Gerygone, Lord Howe Island Gerygone	3.1	2016	This species was endemic to Lord Howe Island, Australia, but was driven Extinct by the depredations of introduced rats. It was last recorded in 1928, with none found on a survey in 1936.	
9183	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Gila	crassicauda	Thicktail Chub	3.1	2013		Extinction probably resulted from change in habitat: removal of tule beds; drainage of large lakes; reduction in stream flows; alteration of stream channels; introduction of exotic species (Moyle 1976). Dam building, introduction of non-native competitors, interbreeding and hybridization, and water diversion for irrigation all contributed to extinction (Day 1981).
41027	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Graecoanatolica	macedonica		3.1	2011		The species is thought to have become extinct as a result of habitat loss through water abstraction (Ryan and Griffiths 2001). Lake levels declined from maximum water depth of 10.4 m in the 1930s to 5.6 m in 1995, and water abstraction is still ongoing in the area as the lake's feeder streams and underlying aquifer continue to be used for agricultural purposes (Ryan and Griffiths 2001). Recently, shells have been found at the lake, suggesting that it is possible that the species may survive in a small pocket, or has modified it's habitat.
22693621	Chordata	Aves	Charadriiformes	Haematopodidae	Haematopus	meadewaldoi	Canarian Oystercatcher, Canarian Black Oystercatcher	3.1	2016		Its decline was probably a result of overharvesting of intertidal invertebrates and disturbance by people (Hockey 1987), although predation by rats and cats has also been implicated (Collar and Stuart 1985).
156503	Mollusca	Gastropoda	Stylommatophora	Hygromiidae	Helicopsis	paulhessei		3.1	2011		The area is a place of excessive recreational influence now.
103823595	Chordata	Aves	Passeriformes	Fringillidae	Hemignathus	lucidus	Oahu Nukupuu	3.1	2016		This distinct species was originally collected in 1837 and went extinct sometime around the start of the 20th century. Deforestation had cleared much lowland habitat, but on other islands its sister species occurred to high elevations. Multiple invasive species were already established on Oahu in the 19th century, with the arrival of Rattus rattus shortly followed by Small Indian Mongoose Herpestes auropunctatus in an attempt at control possibly having the most significant effect on Oahu Nukupu'u. The arrival of avian pox and and avian malaria may have ensured extinction, either that or Hemignathus lucidus had checked out even before these additional disasters arrived on the shores of this 'paradise' island.
22708091	Chordata	Aves	Passeriformes	Callaeidae	Heteralocha	acutirostris	Huia	3.1	2016	This species is known from New Zealand's North Island, but it was last recorded in 1907 and is now Extinct. Habitat loss, hunting and disease have all been implicated in its decline.	
103829706	Chordata	Aves	Passeriformes	Fringillidae	Himatione	fraithii	Laysan Honeycreeper	3.1	2016		The introduction of rabbits as a food supply for the guano miners that worked the Laysan Islands at the turn of the 20th Century was disastrous for the species. Virtually all vegetative cover on the island was eliminated, and the final three individuals were apparently killed in a vicious storm in 1923, with no shelter remaining on the island (Olson 1996, Fancy and Ralph 1997).
21460734	Arthropoda	Arachnida	Opiliones	Phalangodidae	Hirstienus	nanus		3.1	2014		The habitats that this species probably occurred in are deteriorating due to the effects of invasive plant species, especially Cinnamomum verum.
10303	Chordata	Mammalia	Sirenia	Dugongidae	Hydrodamalis	gigas	Steller's Sea Cow	3.1	2016		Hydrodamalis was slaughtered for its meat and leather. Anderson (1995) discussed the ecological interaction between sea cows, sea otters, Strongylocentrotus sea urchins, and kelp, and suggested that human predation on sea otters (resulting in a nearshore community dominated by sea urchins, which largely eliminate shallow-water kelps leading to their replacement by chemically defended deep-water species) was a major factor, along with hunting, in sea cow extinction. Turvey et al. (2006) assessed whether hunting alone would have been sufficient to wipe out the sea cow, and showed that the speed of sea cow disappearance on Bering Island indicates that hunting alone was more than sufficient to exterminate the species without having to invoke any additional ecological pressures. Conversely, Estes et al. (2015) argued that hunting of sea otters alone could account for the sea cowsâ extinction. Since both pressures actually occurred, there is no difficulty in understanding the rapid disappearance of Hydrodamalis from the Commander Islands.
10332	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Hydropsyche	tobiasi	Tobias' Caddisfly	3.1	2014	This species occurred in an intensively studied part of the world and has not been recorded since 1938 despite searches for it in all recorded localities. Voucher specimens were only found in collections originating from the start of the 20th century and the last specimen was found on 4 August 1938. The Rhine and Main rivers were heavily polluted during the 20th century and almost all Trichoptera species became extinct there. Many caddis species have recovered since but Hydropsyche tobiasi was not found despite intensive searching in 1979 near Oppenheim, Wiesbaden-Schierstein, Ingelheim and in 2003-2004 near St. Goarshause und Kaub. The species was never found elsewhere and it was probably an endemic of the middle Rhine and Main rivers. It is therefore considered to be Extinct. The cause of extinction was probably the extensive river pollution in the Rhine and Main rivers in the early 20th century.	
22692455	Chordata	Aves	Gruiformes	Rallidae	Hypotaenidia	dieffenbachii	Dieffenbach's Rail	3.1	2016	This species was found on the Chatham Islands, New Zealand, but was driven to extinction by the depredations of introduced species. The type material was collected in 1840, and it was Extinct by 1872.	
22692450	Chordata	Aves	Gruiformes	Rallidae	Hypotaenidia	pacifica	Tahiti Rail	3.1	2016		It was flightless, and its extinction was presumably caused by introduced cats and rats (Bruner 1972).
22728740	Chordata	Aves	Gruiformes	Rallidae	Hypotaenidia	poeciloptera	Bar-winged Rail	3.1	2016	This species was found in Fiji, but it has not been recorded since 1973 and is now Extinct. Predation by introduced cats and mongooses is thought to have been responsible for its decline.	Two other (non-endemic) rails have become extinct from the islands due to predation by introduced mongooses and cats, and so it seems very likely that this also caused the extinction of H. poeciloptera (Collar et al. 1994).
22692447	Chordata	Aves	Gruiformes	Rallidae	Hypotaenidia	wakensis	Wake Rail	3.1	2016		It was presumably eaten to extinction by the starving Japanese garrison between 1942 and 1945 (Greenway 1967). Occasional inundations of the island during storms are also thought to have caused considerable mortality. The species is likely to have coexisted with rats since prehistoric times, and despite some suggestions it is not thought that rat predation was a factor in its extinction (Olson and Rauzon 2011).
59445	Chordata	Amphibia	Caudata	Salamandridae	Hypselotriton	wolterstorffi	Yunnan Lake Newt	3.1	2004		The extinction of this species was related to habitat destruction and degradation resulting from general pollution, land reclamation, domestic duck farming and the introduction of exotic fish and frog species.
3172	Chordata	Amphibia	Anura	Bufonidae	Incilius	periglenes	Golden Toad, Monte Verde Toad, Monte Verde Golden Toad, Alajuela Toad, Orange Toad	3.1	2008		Its restricted range, global warming, chytridiomycosis and airborne pollution probably contributed to this species' extinction.
155726	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Islamia	ateni		3.1	2011		This spa has been profoundly altered due to the construction of a road as well as future possible changes to the habitat through site management for tourism and water use.
10860	Chordata	Mammalia	Rodentia	Capromyidae	Isolobodon	portoricensis	Puerto Rican Hutia	3.1	2008		The main threat in the past which led to the decline of this population was probably predation by introduced mongooses and Rattus rattus. The species was historically hunted by Arawak Indians, however, this likely did not lead to the decline of the species as it went extinct following European settlement.
10946	Chordata	Mammalia	Rodentia	Cricetidae	Juscelinomys	candango	Candango Mouse	3.1	2008	This species is listed as Extinct because it has not been recorded since 1960, and exhaustive surveys in suspected habitat throughout its historic range have failed to record an individual. The entire region surrounding the type locality (now Brasila) has been converted from native habitats to an urban center with extensive ongoing suburban sprawl. The species likely went extinct shortly after being discovered.	
11073	Arthropoda	Insecta	Dermaptera	Labiduridae	Labidura	herculeana	St Helena Giant Earwig, St Helena Earwig, Saint Helena Earwig	3.1	2014	This is the world's largest known earwig, attaining a length of up to 80 mm. A total of 40 specimens were collected from the Horse Point area during the two Belgian expeditions from the Royal Museum for Central Africa in 1965-6 and 1967 (Brindle 1970). Live specimens were not found at any other sites at this time although they reported fragments of dead individuals from the south and east flanks of Flagstaff. There are a couple of unconfirmed records that the species was present after this time and it was thought to be declining.   The habitat at Horse Point has been degraded as far as this species is concerned since the time of the Belgian expeditions by the removal of nearly all surface stones, under which specimens were then found, for construction purposes. There has also been potential increased predator pressure from mice and rats, and probably also from invasive non-native predatory invertebrates including spiders and the centipede Scolopendra morsitans Linnaeus, 1758. The only possible evidence that this species may have persisted beyond the time of the Belgian expeditions has been the discovery of fragments of dead individuals. A sub-fossil forcep and ninth abdominal tergite was found with bird bones in 1995 near Prosperous Bay. Two further ninth abdominal tergites have been recovered since. The first was found under a discarded piece of equipment in the centre of Horse Point Plain in 2013; the second in a small area at the Millennium Forest in 2014 where some remaining surface rock is present. However, this second fragment was found in a concentration of invertebrate remains in the lair of a predatory spider. As all of these remains are fragmentary and the insect itself relatively robust with remains persisting potentially for many decades it has to be assumed that these specimens had been dead for a considerable time. The species is large, charismatic and of iconic status on the island; while there is still a slim possibility that it may still persist in some remote location, the balance of evidence points towards the species being extinct. The last confirmed adult sighting was in May 1967.	There has been a general decline in habitat quality and an increase in the number of invasive non-native predators including rats, mice, spiders and the centipede Scolopendra morsitans Linnaeus, 1758. Habitat has also been altered in the past due to removal of surface stones for building.
11160	Chordata	Mammalia	Diprotodontia	Macropodidae	Lagorchestes	asomatus	Kuluwarri, Central Hare Wallaby, Central Hare-wallaby	3.1	2016		Major factors contributing to extinction are considered to be predation by introduced feral cats and red foxes, possibly exacerbated by changed fire regimes after Aboriginal people moved to settlements.
11163	Chordata	Mammalia	Diprotodontia	Macropodidae	Lagorchestes	leporides	Eastern Hare-wallaby, Eastern Hare Wallaby	3.1	2016		It has been suggested that an important factor in the decline of hare-wallabies has been the alteration of grassland habitat through trampling and grazing by sheep and cattle. The removal of aboriginal Australians from large areas by European settlers may also have contributed to loss of hare-wallabies by resulting in the removal of regular winter burning regimes and increasing the likelihood of devastating lightening-caused fires in summer months.
11388	Chordata	Reptilia	Squamata	Tropiduridae	Leiocephalus	eremitus	Navassa Curlytail Lizard	3.1	2016		It is thought that predation by cats may have contributed to the extinction of this species (Medina et al. 2011), but while cats could certainly have wiped out this species the ultimate cause of its extinction is unknown (R. Powell pers. comm. 2015, 2016).
177653	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Leiorhagium	solemi		3.1	2011		Land clearance for human development and purpose-lit fires have increased in the area, and this has accelerated the drying out of nearby springs and seepages (P. Bouchet pers. comm. 2010). The reduction of native forest as Melaleuca (paper bark) has become the predominant species would also have negatively impacted this mollusc (P. Bouchet pers. comm. 2010). For the first half of the 20th century, it was recorded that the creeks had a higher volume of water flow than they do now, with many of the creeks currently only running seasonally (P. Bouchet pers. comm. 2010).
11459	Mollusca	Gastropoda	Stylommatophora	Lauriidae	Leiostyla	lamellosa	Madeiran Land Snail	3.1	2011	In the past this species has been listed as Extinct, as there have been no records since 1878. The only recent records (pre-1878) were in Ribeira de Sta Luzia above Funchal and the ravine of Vasco Gil on the main island of Madeira (Wollaston, 1878). Pilsbry (1922-26) gives the range as at intermediate elevations (ca 600â1,000 m) on the southern side of Madeira. This species has not been recorded living for 150 years. Surveys have been carried out in suitable habitats and at the last known localities between 1970s and 2000 but as yet no recent shells have been found. Some of the possible habitats have limited protection for the landscape (Riberio de Sta Luzia). Other potential habitats are within the National Park, where habitat disturbance is under control of the Regional Government. The region of Vasco Gil has largely been modified with conifer plantations and Eucalyptus forest replacing the native vegetation. Seddon (2008) suggested it could be listed as Critically Endangered, Possibly Extinct B1ab(iii), given the number of other species on Madeira that have been refound after over 60 years without records, however as it is already listed as Extinct, it is considered prudent to wait until it is refound.	Some of the habitats have been modified since it was last recorded in 1878.
11577	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Lepidomeda	altivelis	Pahranagat Spinedace	3.1	2013		Its extinction possibly was due to competition with or predation by introduced species (carp, mosquitofish, bullfrogs) (Miller et al. 1989).
11633	Chordata	Mammalia	Rodentia	Muridae	Leporillus	apicalis	Lesser Stick-nest Rat, White-tipped Stick-nest Rat	3.1	2016		Predation by feral cats is considered the main cause of extinction. Cats had colonized the whole of Australia by the 1890s (Abbott 2002, 2008). The arrival of Red Foxes in range may have driven remnant subpopulations to extinction; high rabbit numbers led to high fox numbers. Habitat degradation, particularly in refuges during drought, caused by introduced herbivores (mainly rabbits and sheep) before and leading into severe drought conditions may have contributed to extinction. Morton (1990) and Copley (1999) have discussed the effects of introduced herbivores on this and other extinct mammals; Tunbridge (1991) described effects of sheep at the Flinders Ranges. Predation by indigenous predators, such as Dingoes and owls, in combination with habitat degradation by introduced herbivores was probably a minor threat on its own but possibly an enhanced threat when other threats were operating.
19148	Chordata	Amphibia	Anura	Ranidae	Lithobates	fisheri	Las Vegas Leopard Frog	3.1	2004		It is extinct evidently due to habitat loss resulting from spring capture and ground water pumping by the growing city of Las Vegas (URS 1977), and exacerbated by the introduction of the Bullfrog Rana catesbeiana. Although some suitable habitat persists within or near the former range of this species, only R. catesbeiana can be found.
22728844	Chordata	Aves	Psittaciformes	Psittacidae	Lophopsittacus	bensoni	Mauritius Grey Parrot	3.1	2016		It was widely eaten and is likely to have become extinct through overhunting.
22728847	Chordata	Aves	Psittaciformes	Psittacidae	Lophopsittacus	mauritianus	Broad-billed Parrot, Mauritius Parrot	3.1	2016		Birds were large and were poor fliers, but not flightless (Holyoak 1971), and consequently heavily hunted (Cheke 1987) and this is likely to have caused its extinction.
103824105	Chordata	Aves	Passeriformes	Fringillidae	Loxops	wolstenholmei	Oahu Akepa	3.1	2016		The species is thought to have been driven to extinction by habitat destruction and disease.
197874	Arthropoda	Malacostraca	Decapoda	Palaemonidae	Macrobrachium	leptodactylus		3.1	2013		Since the species was collected 1888, the Bogor Regency has developed significantly (urban and agriculture). There are now 1,791 people per km2 according to 2010 official population census of the Bogor Regency.
12625	Chordata	Mammalia	Diprotodontia	Macropodidae	Macropus	greyi	Toolache Wallaby	3.1	2016		Habitat loss and fragmentation was catastrophic as the whole original range is now agricultural land. The introduced red fox and hunting contributed to the extinction.
12651	Chordata	Mammalia	Peramelemorphia	Thylacomyidae	Macrotis	leucura	Yallara, Lesser Bilby	3.1	2016		Predation from introduced feral cats and red foxes is considered to be the major cause of extinction, probably exacerbated by changes in fire regime.
199495	Arthropoda	Insecta	Blattodea	Blattellidae	Margatteoidea	amoena		3.1	2012		The entire range of the species is at sea level; any change will eliminate all habitat. It has not been recorded since 1905 and is probably extinct. A large fire in 2007 severely damaged remaining woodland areas.
18979	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Marstonia	olivacea	Olive Marstonia	3.1	2011		This species went extinct due to impoundment in the Tennessee Valley.
22728866	Chordata	Aves	Strigiformes	Strigidae	Mascarenotus	grucheti	Reunion Owl	3.1	2016		Hunting, deforestation and the depredations of introduced predators may all be implicated in its decline.
22728856	Chordata	Aves	Strigiformes	Strigidae	Mascarenotus	murivorus	Rodrigues Owl	3.1	2016		Hunting, deforestation and predation by human commensals are likely to have caused its extinction.
22728861	Chordata	Aves	Strigiformes	Strigidae	Mascarenotus	sauzieri	Mauritius Owl	3.1	2016		Deforestation, and perhaps also hunting as well as predation by introduced mammals caused its extinction.
22685258	Chordata	Aves	Psittaciformes	Psittacidae	Mascarinus	mascarin	Mascarene Parrot	3.1	2016	This species was known from the island of Rèunion, but it has gone Extinct as a result of hunting pressure. The last record of wild birds dates from 1775, and none were observed on a visit in 1804.	It is likely to have been hunted to extinction.
12953	Arthropoda	Insecta	Odonata	Coenagrionidae	Megalagrion	jugorum	Maui Upland Damselfly	2.3	1996		Feral ungulates; ants.
12980	Chordata	Mammalia	Rodentia	Cricetidae	Megalomys	desmarestii	Desmarest's Pilorie, Antillean Giant Rice Rat	3.1	2008		Most likely extinct due to the introduction of mongoose - although it has been suggested that the eruption of Mt. Pele in 1902 might have played a role in its final decline.
